Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00 1000010/1000010     std::_Vector_base<int, std::allocator<int> >::_Vector_base() [69]
[118]    0.0    0.00    0.00 1000010         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [118]
                0.00    0.00 1000008/1000008     std::allocator<int>::allocator() [120]
-----------------------------------------------
                0.00    0.00 1000008/1000008     std::allocator<int>::allocator() [120]
[119]    0.0    0.00    0.00 1000008         __gnu_cxx::new_allocator<int>::new_allocator() [119]
-----------------------------------------------
                0.00    0.00 1000008/1000008     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [118]
[120]    0.0    0.00    0.00 1000008         std::allocator<int>::allocator() [120]
                0.00    0.00 1000008/1000008     __gnu_cxx::new_allocator<int>::new_allocator() [119]
-----------------------------------------------
                0.00    0.00 1000006/1000006     std::allocator<int>::~allocator() [123]
[121]    0.0    0.00    0.00 1000006         __gnu_cxx::new_allocator<int>::~new_allocator() [121]
-----------------------------------------------
                0.00    0.00 1000006/1000006     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [82]
[122]    0.0    0.00    0.00 1000006         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [122]
                0.00    0.00 1000004/1000004     std::allocator<int>::~allocator() [123]
-----------------------------------------------
                0.00    0.00 1000004/1000004     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [122]
[123]    0.0    0.00    0.00 1000004         std::allocator<int>::~allocator() [123]
                0.00    0.00 1000006/1000006     __gnu_cxx::new_allocator<int>::~new_allocator() [121]
-----------------------------------------------
                0.00    0.00  437826/437826      std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [49]
[124]    0.0    0.00    0.00  437826         std::iterator<std::random_access_iterator_tag, bool, long, bool*, bool&>::iterator() [124]
-----------------------------------------------
                0.00    0.00  288629/288629      BFSSingleThread(int) [1]
[125]    0.0    0.00    0.00  288629         std::_Bit_reference::operator bool() const [125]
-----------------------------------------------
                0.00    0.00       7/263         void std::vector<Worker*, std::allocator<Worker*> >::_M_emplace_back_aux<Worker*>(Worker*&&) [107]
                0.00    0.00      64/263         void std::vector<Worker*, std::allocator<Worker*> >::emplace_back<Worker*>(Worker*&&) [93]
                0.00    0.00      64/263         decltype (_S_construct({parm#1}, {parm#2}, (forward<Worker*>)({parm#3}))) std::allocator_traits<std::allocator<Worker*> >::construct<Worker*, Worker*>(std::allocator<Worker*>&, Worker**, Worker*&&) [92]
                0.00    0.00      64/263         _ZNSt16allocator_traitsISaIP6WorkerEE12_S_constructIS1_IS1_EEENSt9enable_ifIXsrNS3_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS2_PS7_DpOS8_ [91]
                0.00    0.00      64/263         void __gnu_cxx::new_allocator<Worker*>::construct<Worker*, Worker*>(Worker**, Worker*&&) [90]
[126]    0.0    0.00    0.00     263         Worker*&& std::forward<Worker*>(std::remove_reference<Worker*>::type&) [126]
-----------------------------------------------
                0.00    0.00      44/198         BFSResult::Update(BFSResult) [143]
                0.00    0.00     154/198         BFSResult::Update(int) [129]
[127]    0.0    0.00    0.00     198         int const& std::max<int>(int const&, int const&) [127]
-----------------------------------------------
                0.00    0.00      42/196         BFSResult::Update(BFSResult) [143]
                0.00    0.00     154/196         BFSResult::Update(int) [129]
[128]    0.0    0.00    0.00     196         int const& std::min<int>(int const&, int const&) [128]
-----------------------------------------------
                0.00    0.00     132/132         BFSSingleThread(int) [1]
[129]    0.0    0.00    0.00     132         BFSResult::Update(int) [129]
                0.00    0.00     154/196         int const& std::min<int>(int const&, int const&) [128]
                0.00    0.00     154/198         int const& std::max<int>(int const&, int const&) [127]
-----------------------------------------------
                0.00    0.00      64/129         Reader::Read(Context*) [5]
                0.00    0.00      65/129         std::__fill_bvector(std::_Bit_iterator, std::_Bit_iterator, bool) [87]
[130]    0.0    0.00    0.00     129         std::_Bit_reference::operator=(bool) [130]
-----------------------------------------------
                0.00    0.00     115/115         bool __gnu_cxx::operator!=<Worker**, std::vector<Worker*, std::allocator<Worker*> > >(__gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > > const&, __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > > const&) [140]
[131]    0.0    0.00    0.00     115         __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > >::base() const [131]
-----------------------------------------------
                0.00    0.00      14/78          BFSSingleThread(int) [1]
                0.00    0.00      64/78          Worker::Worker(int, int) [137]
[132]    0.0    0.00    0.00      78         BFSResult::BFSResult() [132]
-----------------------------------------------
                0.00    0.00      67/67          std::_Bit_iterator_base::operator!=(std::_Bit_iterator_base const&) const [134]
[133]    0.0    0.00    0.00      67         std::_Bit_iterator_base::operator==(std::_Bit_iterator_base const&) const [133]
-----------------------------------------------
                0.00    0.00      67/67          std::__fill_bvector(std::_Bit_iterator, std::_Bit_iterator, bool) [87]
[134]    0.0    0.00    0.00      67         std::_Bit_iterator_base::operator!=(std::_Bit_iterator_base const&) const [134]
                0.00    0.00      67/67          std::_Bit_iterator_base::operator==(std::_Bit_iterator_base const&) const [133]
-----------------------------------------------
                0.00    0.00      65/65          std::__fill_bvector(std::_Bit_iterator, std::_Bit_iterator, bool) [87]
[135]    0.0    0.00    0.00      65         std::_Bit_iterator::operator++() [135]
                0.00    0.00      65/65          std::_Bit_iterator_base::_M_bump_up() [136]
-----------------------------------------------
                0.00    0.00      65/65          std::_Bit_iterator::operator++() [135]
[136]    0.0    0.00    0.00      65         std::_Bit_iterator_base::_M_bump_up() [136]
-----------------------------------------------
                0.00    0.00      64/64          main [4]
[137]    0.0    0.00    0.00      64         Worker::Worker(int, int) [137]
                0.00    0.00      64/78          BFSResult::BFSResult() [132]
-----------------------------------------------
                0.00    0.00      64/64          main [4]
[138]    0.0    0.00    0.00      64         std::vector<int, std::allocator<int> >::operator[](unsigned long) [138]
-----------------------------------------------
                0.00    0.00      64/64          std::vector<Worker*, std::allocator<Worker*> >::push_back(Worker*&&) [94]
[139]    0.0    0.00    0.00      64         std::remove_reference<Worker*&>::type&& std::move<Worker*&>(Worker*&) [139]
-----------------------------------------------
                0.00    0.00      58/58          main [4]
[140]    0.0    0.00    0.00      58         bool __gnu_cxx::operator!=<Worker**, std::vector<Worker*, std::allocator<Worker*> > >(__gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > > const&, __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > > const&) [140]
                0.00    0.00     115/115         __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > >::base() const [131]
-----------------------------------------------
                0.00    0.00      54/54          main [4]
[141]    0.0    0.00    0.00      54         __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > >::operator*() const [141]
-----------------------------------------------
                0.00    0.00      51/51          main [4]
[142]    0.0    0.00    0.00      51         __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > >::operator++() [142]
-----------------------------------------------
                0.00    0.00       1/41          Worker::BFSThread() [2]
                0.00    0.00      40/41          Worker::JoinAndUpdateResult(BFSResult&) [144]
[143]    0.0    0.00    0.00      41         BFSResult::Update(BFSResult) [143]
                0.00    0.00      44/198         int const& std::max<int>(int const&, int const&) [127]
                0.00    0.00      42/196         int const& std::min<int>(int const&, int const&) [128]
-----------------------------------------------
                0.00    0.00      39/39          main [4]
[144]    0.0    0.00    0.00      39         Worker::JoinAndUpdateResult(BFSResult&) [144]
                0.00    0.00      40/41          BFSResult::Update(BFSResult) [143]
-----------------------------------------------
                0.00    0.00       7/35          void std::vector<Worker*, std::allocator<Worker*> >::_M_emplace_back_aux<Worker*>(Worker*&&) [107]
                0.00    0.00      28/35          std::vector<Worker*, std::allocator<Worker*> >::_M_check_len(unsigned long, char const*) const [173]
[145]    0.0    0.00    0.00      35         std::vector<Worker*, std::allocator<Worker*> >::size() const [145]
-----------------------------------------------
                0.00    0.00      21/21          main [4]
[146]    0.0    0.00    0.00      21         Worker::Work() [146]
-----------------------------------------------
                0.00    0.00       7/21          __gnu_cxx::new_allocator<Worker*>::allocate(unsigned long, void const*) [172]
                0.00    0.00      14/21          std::enable_if<std::allocator_traits<std::allocator<Worker*> >::__maxsize_helper<std::allocator<Worker*> const>::value, unsigned long>::type std::allocator_traits<std::allocator<Worker*> >::_S_max_size<std::allocator<Worker*> const>(std::allocator<Worker*> const&) [156]
[147]    0.0    0.00    0.00      21         __gnu_cxx::new_allocator<Worker*>::max_size() const [147]
-----------------------------------------------
                0.00    0.00      21/21          std::_Niter_base<Worker**>::iterator_type std::__niter_base<Worker**>(Worker**) [149]
[148]    0.0    0.00    0.00      21         std::_Iter_base<Worker**, false>::_S_base(Worker**) [148]
-----------------------------------------------
                0.00    0.00      21/21          Worker** std::__copy_move_a2<true, Worker**, Worker**>(Worker**, Worker**, Worker**) [184]
[149]    0.0    0.00    0.00      21         std::_Niter_base<Worker**>::iterator_type std::__niter_base<Worker**>(Worker**) [149]
                0.00    0.00      21/21          std::_Iter_base<Worker**, false>::_S_base(Worker**) [148]
-----------------------------------------------
                0.00    0.00       1/15          std::vector<Worker*, std::allocator<Worker*> >::~vector() [73]
                0.00    0.00      14/15          void std::vector<Worker*, std::allocator<Worker*> >::_M_emplace_back_aux<Worker*>(Worker*&&) [107]
[150]    0.0    0.00    0.00      15         std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_get_Tp_allocator() [150]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<Worker*, std::allocator<Worker*> >::max_size() const [153]
[151]    0.0    0.00    0.00      14         std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_get_Tp_allocator() const [151]
-----------------------------------------------
                0.00    0.00      14/14          std::_Iter_base<std::move_iterator<Worker**>, true>::_S_base(std::move_iterator<Worker**>) [154]
[152]    0.0    0.00    0.00      14         std::move_iterator<Worker**>::base() const [152]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<Worker*, std::allocator<Worker*> >::_M_check_len(unsigned long, char const*) const [173]
[153]    0.0    0.00    0.00      14         std::vector<Worker*, std::allocator<Worker*> >::max_size() const [153]
                0.00    0.00      14/14          std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_get_Tp_allocator() const [151]
                0.00    0.00      14/14          std::allocator_traits<std::allocator<Worker*> >::max_size(std::allocator<Worker*> const&) [157]
-----------------------------------------------
                0.00    0.00      14/14          std::_Miter_base<std::move_iterator<Worker**> >::iterator_type std::__miter_base<std::move_iterator<Worker**> >(std::move_iterator<Worker**>) [158]
[154]    0.0    0.00    0.00      14         std::_Iter_base<std::move_iterator<Worker**>, true>::_S_base(std::move_iterator<Worker**>) [154]
                0.00    0.00      14/14          std::move_iterator<Worker**>::base() const [152]
-----------------------------------------------
                0.00    0.00      14/14          std::move_iterator<Worker**> std::__make_move_if_noexcept_iterator<Worker**, std::move_iterator<Worker**> >(Worker**) [159]
[155]    0.0    0.00    0.00      14         std::move_iterator<Worker**>::move_iterator(Worker**) [155]
-----------------------------------------------
                0.00    0.00      14/14          std::allocator_traits<std::allocator<Worker*> >::max_size(std::allocator<Worker*> const&) [157]
[156]    0.0    0.00    0.00      14         std::enable_if<std::allocator_traits<std::allocator<Worker*> >::__maxsize_helper<std::allocator<Worker*> const>::value, unsigned long>::type std::allocator_traits<std::allocator<Worker*> >::_S_max_size<std::allocator<Worker*> const>(std::allocator<Worker*> const&) [156]
                0.00    0.00      14/21          __gnu_cxx::new_allocator<Worker*>::max_size() const [147]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<Worker*, std::allocator<Worker*> >::max_size() const [153]
[157]    0.0    0.00    0.00      14         std::allocator_traits<std::allocator<Worker*> >::max_size(std::allocator<Worker*> const&) [157]
                0.00    0.00      14/14          std::enable_if<std::allocator_traits<std::allocator<Worker*> >::__maxsize_helper<std::allocator<Worker*> const>::value, unsigned long>::type std::allocator_traits<std::allocator<Worker*> >::_S_max_size<std::allocator<Worker*> const>(std::allocator<Worker*> const&) [156]
-----------------------------------------------
                0.00    0.00      14/14          Worker** std::copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [188]
[158]    0.0    0.00    0.00      14         std::_Miter_base<std::move_iterator<Worker**> >::iterator_type std::__miter_base<std::move_iterator<Worker**> >(std::move_iterator<Worker**>) [158]
                0.00    0.00      14/14          std::_Iter_base<std::move_iterator<Worker**>, true>::_S_base(std::move_iterator<Worker**>) [154]
-----------------------------------------------
                0.00    0.00      14/14          Worker** std::__uninitialized_move_if_noexcept_a<Worker**, Worker**, std::allocator<Worker*> >(Worker**, Worker**, Worker**, std::allocator<Worker*>&) [187]
[159]    0.0    0.00    0.00      14         std::move_iterator<Worker**> std::__make_move_if_noexcept_iterator<Worker**, std::move_iterator<Worker**> >(Worker**) [159]
                0.00    0.00      14/14          std::move_iterator<Worker**>::move_iterator(Worker**) [155]
-----------------------------------------------
                0.00    0.00      13/13          BFSSingleThread(int) [1]
[160]    0.0    0.00    0.00      13         std::vector<char, std::allocator<char> >::vector(unsigned long, char const&, std::allocator<char> const&) [160]
                0.00    0.00      12/12          std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [161]
                0.00    0.00       5/5           std::vector<char, std::allocator<char> >::_M_fill_initialize(unsigned long, char const&) [197]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<char, std::allocator<char> >::vector(unsigned long, char const&, std::allocator<char> const&) [160]
[161]    0.0    0.00    0.00      12         std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [161]
                0.00    0.00       9/9           std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long) [165]
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [179]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [178]
[162]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [162]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<char>::max_size() const [163]
-----------------------------------------------
                0.00    0.00      10/10          __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [162]
[163]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<char>::max_size() const [163]
-----------------------------------------------
                0.00    0.00       1/10          std::vector<bool, std::allocator<bool> >::capacity() const [106]
                0.00    0.00       1/10          std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [252]
                0.00    0.00       1/10          std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [253]
                0.00    0.00       7/10          std::vector<bool, std::allocator<bool> >::size() const [89]
[164]    0.0    0.00    0.00      10         std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [164]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [161]
[165]    0.0    0.00    0.00       9         std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long) [165]
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [178]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<Worker**>(Worker**, Worker**) [169]
[166]    0.0    0.00    0.00       8         void std::_Destroy_aux<true>::__destroy<Worker**>(Worker**, Worker**) [166]
-----------------------------------------------
                0.00    0.00       1/8           std::_Vector_base<Worker*, std::allocator<Worker*> >::~_Vector_base() [258]
                0.00    0.00       7/8           void std::vector<Worker*, std::allocator<Worker*> >::_M_emplace_back_aux<Worker*>(Worker*&&) [107]
[167]    0.0    0.00    0.00       8         std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_deallocate(Worker**, unsigned long) [167]
                0.00    0.00       7/7           __gnu_cxx::new_allocator<Worker*>::deallocate(Worker**, unsigned long) [171]
-----------------------------------------------
                0.00    0.00       2/8           std::vector<char, std::allocator<char> >::~vector() [232]
                0.00    0.00       6/8           std::vector<char, std::allocator<char> >::_M_fill_initialize(unsigned long, char const&) [197]
[168]    0.0    0.00    0.00       8         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [168]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<Worker**, Worker*>(Worker**, Worker**, std::allocator<Worker*>&) [170]
[169]    0.0    0.00    0.00       8         void std::_Destroy<Worker**>(Worker**, Worker**) [169]
                0.00    0.00       8/8           void std::_Destroy_aux<true>::__destroy<Worker**>(Worker**, Worker**) [166]
-----------------------------------------------
                0.00    0.00       1/8           std::vector<Worker*, std::allocator<Worker*> >::~vector() [73]
                0.00    0.00       7/8           void std::vector<Worker*, std::allocator<Worker*> >::_M_emplace_back_aux<Worker*>(Worker*&&) [107]
[170]    0.0    0.00    0.00       8         void std::_Destroy<Worker**, Worker*>(Worker**, Worker**, std::allocator<Worker*>&) [170]
                0.00    0.00       8/8           void std::_Destroy<Worker**>(Worker**, Worker**) [169]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_deallocate(Worker**, unsigned long) [167]
[171]    0.0    0.00    0.00       7         __gnu_cxx::new_allocator<Worker*>::deallocate(Worker**, unsigned long) [171]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_allocate(unsigned long) [177]
[172]    0.0    0.00    0.00       7         __gnu_cxx::new_allocator<Worker*>::allocate(unsigned long, void const*) [172]
                0.00    0.00       7/21          __gnu_cxx::new_allocator<Worker*>::max_size() const [147]
-----------------------------------------------
                0.00    0.00       7/7           void std::vector<Worker*, std::allocator<Worker*> >::_M_emplace_back_aux<Worker*>(Worker*&&) [107]
[173]    0.0    0.00    0.00       7         std::vector<Worker*, std::allocator<Worker*> >::_M_check_len(unsigned long, char const*) const [173]
                0.00    0.00      28/35          std::vector<Worker*, std::allocator<Worker*> >::size() const [145]
                0.00    0.00      14/14          std::vector<Worker*, std::allocator<Worker*> >::max_size() const [153]
                0.00    0.00       7/3000033     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [116]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [15]
                0.00    0.00       2/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long) [16]
                0.00    0.00       4/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [247]
[174]    0.0    0.00    0.00       7         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [174]
-----------------------------------------------
                0.00    0.00       2/7           std::_Miter_base<unsigned long*>::iterator_type std::__miter_base<unsigned long*>(unsigned long*) [233]
                0.00    0.00       5/7           std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*) [198]
[175]    0.0    0.00    0.00       7         std::_Iter_base<unsigned long*, false>::_S_base(unsigned long*) [175]
-----------------------------------------------
                0.00    0.00       7/7           Worker** std::__copy_move_a<true, Worker**, Worker**>(Worker**, Worker**, Worker**) [183]
[176]    0.0    0.00    0.00       7         Worker** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Worker*>(Worker* const*, Worker* const*, Worker**) [176]
-----------------------------------------------
                0.00    0.00       7/7           void std::vector<Worker*, std::allocator<Worker*> >::_M_emplace_back_aux<Worker*>(Worker*&&) [107]
[177]    0.0    0.00    0.00       7         std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_allocate(unsigned long) [177]
                0.00    0.00       7/7           __gnu_cxx::new_allocator<Worker*>::allocate(unsigned long, void const*) [172]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long) [165]
[178]    0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [178]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [162]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [161]
[179]    0.0    0.00    0.00       7         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [179]
-----------------------------------------------
                0.00    0.00       7/7           Worker** std::uninitialized_copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [185]
[180]    0.0    0.00    0.00       7         Worker** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [180]
                0.00    0.00       7/7           Worker** std::copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [188]
-----------------------------------------------
                0.00    0.00       7/7           void std::uninitialized_fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [192]
[181]    0.0    0.00    0.00       7         void std::__uninitialized_fill_n<true>::__uninit_fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [181]
                0.00    0.00       6/6           char* std::fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [194]
-----------------------------------------------
                0.00    0.00       7/7           char* std::fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [194]
[182]    0.0    0.00    0.00       7         __gnu_cxx::__enable_if<std::__is_byte<char>::__value, char*>::__type std::__fill_n_a<unsigned long, char>(char*, unsigned long, char const&) [182]
                0.00    0.00       6/6           __gnu_cxx::__enable_if<std::__is_byte<char>::__value, void>::__type std::__fill_a<char>(char*, char*, char const&) [195]
-----------------------------------------------
                0.00    0.00       7/7           Worker** std::__copy_move_a2<true, Worker**, Worker**>(Worker**, Worker**, Worker**) [184]
[183]    0.0    0.00    0.00       7         Worker** std::__copy_move_a<true, Worker**, Worker**>(Worker**, Worker**, Worker**) [183]
                0.00    0.00       7/7           Worker** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Worker*>(Worker* const*, Worker* const*, Worker**) [176]
-----------------------------------------------
                0.00    0.00       7/7           Worker** std::copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [188]
[184]    0.0    0.00    0.00       7         Worker** std::__copy_move_a2<true, Worker**, Worker**>(Worker**, Worker**, Worker**) [184]
                0.00    0.00      21/21          std::_Niter_base<Worker**>::iterator_type std::__niter_base<Worker**>(Worker**) [149]
                0.00    0.00       7/7           Worker** std::__copy_move_a<true, Worker**, Worker**>(Worker**, Worker**, Worker**) [183]
-----------------------------------------------
                0.00    0.00       7/7           Worker** std::__uninitialized_copy_a<std::move_iterator<Worker**>, Worker**, Worker*>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**, std::allocator<Worker*>&) [186]
[185]    0.0    0.00    0.00       7         Worker** std::uninitialized_copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [185]
                0.00    0.00       7/7           Worker** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [180]
-----------------------------------------------
                0.00    0.00       7/7           Worker** std::__uninitialized_move_if_noexcept_a<Worker**, Worker**, std::allocator<Worker*> >(Worker**, Worker**, Worker**, std::allocator<Worker*>&) [187]
[186]    0.0    0.00    0.00       7         Worker** std::__uninitialized_copy_a<std::move_iterator<Worker**>, Worker**, Worker*>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**, std::allocator<Worker*>&) [186]
                0.00    0.00       7/7           Worker** std::uninitialized_copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [185]
-----------------------------------------------
                0.00    0.00       7/7           void std::vector<Worker*, std::allocator<Worker*> >::_M_emplace_back_aux<Worker*>(Worker*&&) [107]
[187]    0.0    0.00    0.00       7         Worker** std::__uninitialized_move_if_noexcept_a<Worker**, Worker**, std::allocator<Worker*> >(Worker**, Worker**, Worker**, std::allocator<Worker*>&) [187]
                0.00    0.00      14/14          std::move_iterator<Worker**> std::__make_move_if_noexcept_iterator<Worker**, std::move_iterator<Worker**> >(Worker**) [159]
                0.00    0.00       7/7           Worker** std::__uninitialized_copy_a<std::move_iterator<Worker**>, Worker**, Worker*>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**, std::allocator<Worker*>&) [186]
-----------------------------------------------
                0.00    0.00       7/7           Worker** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [180]
[188]    0.0    0.00    0.00       7         Worker** std::copy<std::move_iterator<Worker**>, Worker**>(std::move_iterator<Worker**>, std::move_iterator<Worker**>, Worker**) [188]
                0.00    0.00      14/14          std::_Miter_base<std::move_iterator<Worker**> >::iterator_type std::__miter_base<std::move_iterator<Worker**> >(std::move_iterator<Worker**>) [158]
                0.00    0.00       7/7           Worker** std::__copy_move_a2<true, Worker**, Worker**>(Worker**, Worker**, Worker**) [184]
-----------------------------------------------
                0.00    0.00       6/6           std::_Niter_base<char*>::iterator_type std::__niter_base<char*>(char*) [191]
[189]    0.0    0.00    0.00       6         std::_Iter_base<char*, false>::_S_base(char*) [189]
-----------------------------------------------
                0.00    0.00       2/6           std::_Miter_base<std::_Bit_iterator>::iterator_type std::__miter_base<std::_Bit_iterator>(std::_Bit_iterator) [234]
                0.00    0.00       4/6           std::_Niter_base<std::_Bit_iterator>::iterator_type std::__niter_base<std::_Bit_iterator>(std::_Bit_iterator) [203]
[190]    0.0    0.00    0.00       6         std::_Iter_base<std::_Bit_iterator, false>::_S_base(std::_Bit_iterator) [190]
-----------------------------------------------
                0.00    0.00       6/6           char* std::fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [194]
[191]    0.0    0.00    0.00       6         std::_Niter_base<char*>::iterator_type std::__niter_base<char*>(char*) [191]
                0.00    0.00       6/6           std::_Iter_base<char*, false>::_S_base(char*) [189]
-----------------------------------------------
                0.00    0.00       6/6           void std::__uninitialized_fill_n_a<char*, unsigned long, char, char>(char*, unsigned long, char const&, std::allocator<char>&) [193]
[192]    0.0    0.00    0.00       6         void std::uninitialized_fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [192]
                0.00    0.00       7/7           void std::__uninitialized_fill_n<true>::__uninit_fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [181]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<char, std::allocator<char> >::_M_fill_initialize(unsigned long, char const&) [197]
[193]    0.0    0.00    0.00       6         void std::__uninitialized_fill_n_a<char*, unsigned long, char, char>(char*, unsigned long, char const&, std::allocator<char>&) [193]
                0.00    0.00       6/6           void std::uninitialized_fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [192]
-----------------------------------------------
