Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/2           std::vector<char, std::allocator<char> >::~vector() [232]
-----------------------------------------------
                0.00    0.65      11/11          Worker::BFSThreadStatic(void*) [3]
[2]     57.4    0.00    0.65      11         Worker::BFSThread() [2]
                0.11    0.54      13/13          BFSSingleThread(int) [1]
                0.00    0.00       1/41          BFSResult::Update(BFSResult) [143]
-----------------------------------------------
                                                 <spontaneous>
[3]     57.4    0.00    0.65                 Worker::BFSThreadStatic(void*) [3]
                0.00    0.65      11/11          Worker::BFSThread() [2]
-----------------------------------------------
                                                 <spontaneous>
[4]     39.8    0.00    0.45                 main [4]
                0.02    0.42       1/1           Reader::Read(Context*) [5]
                0.01    0.00       1/1           std::vector<Worker*, std::allocator<Worker*> >::~vector() [73]
                0.00    0.00      64/64          std::vector<Worker*, std::allocator<Worker*> >::push_back(Worker*&&) [94]
                0.00    0.00      65/15196526     std::vector<int, std::allocator<int> >::size() const [24]
                0.00    0.00      64/64          std::vector<int, std::allocator<int> >::operator[](unsigned long) [138]
                0.00    0.00      64/64          Worker::Worker(int, int) [137]
                0.00    0.00      58/58          bool __gnu_cxx::operator!=<Worker**, std::vector<Worker*, std::allocator<Worker*> > >(__gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > > const&, __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > > const&) [140]
                0.00    0.00      54/54          __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > >::operator*() const [141]
                0.00    0.00      51/51          __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > >::operator++() [142]
                0.00    0.00      39/39          Worker::JoinAndUpdateResult(BFSResult&) [144]
                0.00    0.00      21/21          Worker::Work() [146]
                0.00    0.00       1/1           std::vector<Worker*, std::allocator<Worker*> >::vector() [268]
                0.00    0.00       1/1           std::vector<Worker*, std::allocator<Worker*> >::begin() [267]
                0.00    0.00       1/1           std::vector<Worker*, std::allocator<Worker*> >::end() [266]
-----------------------------------------------
                0.02    0.42       1/1           main [4]
[5]     38.9    0.02    0.42       1         Reader::Read(Context*) [5]
                0.02    0.34 3000060/3612345     std::vector<int, std::allocator<int> >::push_back(int const&) [6]
                0.00    0.06       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long) [16]
                0.01    0.00 2999996/3633136     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [65]
                0.00    0.00      64/412435      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [21]
                0.00    0.00      65/2524562     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [9]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::resize(unsigned long, bool) [83]
                0.00    0.00      64/2234197     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [22]
                0.00    0.00      64/2427398     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [67]
                0.00    0.00       1/794050      std::vector<int, std::allocator<int> >::begin() [17]
                0.00    0.00       1/624177      std::vector<int, std::allocator<int> >::end() [28]
                0.00    0.00      64/129         std::_Bit_reference::operator=(bool) [130]
-----------------------------------------------
                0.00    0.07  612285/3612345     BFSSingleThread(int) [1]
                0.02    0.34 3000060/3612345     Reader::Read(Context*) [5]
[6]     37.1    0.02    0.40 3612345         std::vector<int, std::allocator<int> >::push_back(int const&) [6]
                0.04    0.36 3000019/3000019     void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [7]
                0.00    0.00  592389/3592408     decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [40]
-----------------------------------------------
                0.04    0.36 3000019/3000019     std::vector<int, std::allocator<int> >::push_back(int const&) [6]
[7]     35.0    0.04    0.36 3000019         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [7]
                0.02    0.16 3000016/3000016     int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [8]
                0.02    0.07 3000016/3000016     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [14]
                0.01    0.03 3000018/4343021     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [18]
                0.00    0.02 3000019/3592408     decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [40]
                0.02    0.00 6000035/7313250     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [43]
                0.01    0.00 3000020/15196526     std::vector<int, std::allocator<int> >::size() const [24]
                0.01    0.00 3000015/4000024     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [64]
                0.00    0.00 3000023/3000023     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [80]
                0.00    0.00 3000015/13522726     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [114]
-----------------------------------------------
                0.02    0.16 3000016/3000016     void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [7]
[8]     15.4    0.02    0.16 3000016         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [8]
                0.03    0.11 3000015/3000015     int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [10]
                0.02    0.00 6000029/6000029     std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [47]
-----------------------------------------------
                0.00    0.00      65/2524562     Reader::Read(Context*) [5]
                0.12    0.04 2524497/2524562     BFSSingleThread(int) [1]
[9]     14.0    0.12    0.04 2524562         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [9]
                0.04    0.00 5542176/5542176     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [25]
-----------------------------------------------
                0.03    0.11 3000015/3000015     int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [8]
[10]    11.8    0.03    0.11 3000015         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [10]
                0.01    0.10 3000016/3000016     int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [11]
-----------------------------------------------
                0.01    0.10 3000016/3000016     int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [10]
[11]     9.6    0.01    0.10 3000016         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [11]
                0.00    0.10 3000014/3000014     int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [13]
-----------------------------------------------
                0.02    0.08 3000019/3000019     int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [13]
[12]     8.8    0.02    0.08 3000019         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [12]
                0.03    0.03 3000021/3000021     int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [19]
                0.00    0.02 6000033/6000033     std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [46]
-----------------------------------------------
                0.00    0.10 3000014/3000014     int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [11]
[13]     8.8    0.00    0.10 3000014         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [13]
                0.02    0.08 3000019/3000019     int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [12]
-----------------------------------------------
                0.02    0.07 3000016/3000016     void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [7]
[14]     7.7    0.02    0.07 3000016         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [14]
                0.00    0.04 6000039/6000039     std::vector<int, std::allocator<int> >::max_size() const [29]
                0.03    0.00 12000072/15196526     std::vector<int, std::allocator<int> >::size() const [24]
                0.00    0.00 3000024/3000033     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [116]
-----------------------------------------------
                0.00    0.06       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long) [16]
[15]     5.6    0.00    0.06       1         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [15]
                0.00    0.03       1/1           void std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&) [32]
                0.01    0.01       1/1           std::vector<int, std::allocator<int> >* std::__uninitialized_move_if_noexcept_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [50]
                0.00    0.01       1/2           void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [38]
                0.00    0.00       3/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [200]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [247]
                0.00    0.00       1/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [174]
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [259]
                0.00    0.00       1/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [221]
-----------------------------------------------
                0.00    0.06       1/1           Reader::Read(Context*) [5]
[16]     5.6    0.00    0.06       1         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long) [16]
                0.00    0.06       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [15]
                0.00    0.00       2/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [174]
-----------------------------------------------
                0.00    0.00       1/794050      Reader::Read(Context*) [5]
                0.03    0.03  794049/794050      BFSSingleThread(int) [1]
[17]     5.5    0.03    0.03  794050         std::vector<int, std::allocator<int> >::begin() [17]
                0.03    0.00  879383/1606312     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [20]
-----------------------------------------------
                0.00    0.00  342995/4343021     std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [53]
                0.00    0.01 1000008/4343021     std::vector<int, std::allocator<int> >::~vector() [51]
                0.01    0.03 3000018/4343021     void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [7]
[18]     5.3    0.02    0.04 4343021         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [18]
                0.03    0.01 4276667/4276667     void std::_Destroy<int*>(int*, int*) [26]
-----------------------------------------------
                0.03    0.03 3000021/3000021     int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [12]
[19]     5.3    0.03    0.03 3000021         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [19]
                0.01    0.01 3000023/3000023     int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [48]
                0.00    0.01 9000067/9000067     std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [61]
-----------------------------------------------
                0.03    0.00  726929/1606312     std::vector<int, std::allocator<int> >::end() [28]
                0.03    0.00  879383/1606312     std::vector<int, std::allocator<int> >::begin() [17]
[20]     5.3    0.06    0.00 1606312         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [20]
-----------------------------------------------
                0.00    0.00      64/412435      Reader::Read(Context*) [5]
                0.01    0.05  412371/412435      BFSSingleThread(int) [1]
[21]     4.8    0.01    0.05  412435         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [21]
                0.01    0.02  465170/465175      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [34]
                0.01    0.01  419538/419603      std::_Bit_iterator::operator*() const [55]
-----------------------------------------------
                0.00    0.00      64/2234197     Reader::Read(Context*) [5]
                0.05    0.00 2234133/2234197     BFSSingleThread(int) [1]
[22]     4.4    0.05    0.00 2234197         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [22]
-----------------------------------------------
                0.03    0.02  323368/323368      BFSSingleThread(int) [1]
[23]     4.0    0.03    0.02  323368         std::vector<int, std::allocator<int> >::clear() [23]
                0.01    0.01  338128/338128      std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [53]
-----------------------------------------------
                0.00    0.00      65/15196526     main [4]
                0.00    0.00  196369/15196526     BFSSingleThread(int) [1]
                0.01    0.00 3000020/15196526     void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [7]
                0.03    0.00 12000072/15196526     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [14]
[24]     3.5    0.04    0.00 15196526         std::vector<int, std::allocator<int> >::size() const [24]
-----------------------------------------------
                0.04    0.00 5542176/5542176     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [9]
[25]     3.5    0.04    0.00 5542176         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [25]
-----------------------------------------------
                0.03    0.01 4276667/4276667     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [18]
[26]     3.5    0.03    0.01 4276667         void std::_Destroy<int*>(int*, int*) [26]
                0.01    0.00 4264148/4264148     void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [63]
-----------------------------------------------
                0.04    0.00 2335379/2335379     BFSSingleThread(int) [1]
[27]     3.5    0.04    0.00 2335379         std::vector<char, std::allocator<char> >::operator[](unsigned long) [27]
-----------------------------------------------
                0.00    0.00       1/624177      Reader::Read(Context*) [5]
                0.01    0.03  624176/624177      BFSSingleThread(int) [1]
[28]     3.3    0.01    0.03  624177         std::vector<int, std::allocator<int> >::end() [28]
                0.03    0.00  726929/1606312     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [20]
-----------------------------------------------
                0.00    0.04 6000039/6000039     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [14]
[29]     3.2    0.00    0.04 6000039         std::vector<int, std::allocator<int> >::max_size() const [29]
                0.02    0.01 6000038/6000038     std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [42]
                0.02    0.00 6000041/6000041     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [54]
-----------------------------------------------
                0.00    0.03       1/1           void std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [31]
[30]     2.8    0.00    0.03       1         void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [30]
                0.01    0.02 1000001/1000001     void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [35]
                0.01    0.00 1000001/2000002     std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [68]
-----------------------------------------------
                0.00    0.03       1/1           void std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&) [32]
[31]     2.8    0.00    0.03       1         void std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [31]
                0.00    0.03       1/1           void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [30]
-----------------------------------------------
                0.00    0.03       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [15]
[32]     2.8    0.00    0.03       1         void std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&) [32]
                0.00    0.03       1/1           void std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [31]
-----------------------------------------------
                0.00    0.00      64/4568984     void __gnu_cxx::new_allocator<Worker*>::construct<Worker*, Worker*>(Worker**, Worker*&&) [90]
                0.01    0.00 1000001/4568984     void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [35]
                0.02    0.00 3568919/4568984     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [41]
[33]     2.6    0.03    0.00 4568984         operator new(unsigned long, void*) [33]
-----------------------------------------------
                0.00    0.00       1/465175      std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [104]
                0.00    0.00       2/465175      std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) [86]
                0.00    0.00       2/465175      std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [84]
                0.01    0.02  465170/465175      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [21]
[34]     2.6    0.01    0.02  465175         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [34]
                0.02    0.00  445968/445994      std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [49]
-----------------------------------------------
                0.01    0.02 1000001/1000001     void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [30]
[35]     2.3    0.01    0.02 1000001         void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [35]
                0.00    0.01 1000001/1000007     std::vector<int, std::allocator<int> >::vector() [70]
                0.01    0.00 1000001/4568984     operator new(unsigned long, void*) [33]
-----------------------------------------------
                0.00    0.02       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [37]
[36]     2.1    0.00    0.02       2         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [36]
                0.00    0.02 1000001/1000001     void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [52]
                0.01    0.00 1000001/2000002     std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [68]
-----------------------------------------------
                0.00    0.02       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [38]
[37]     2.1    0.00    0.02       2         void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [37]
                0.00    0.02       2/2           void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [36]
-----------------------------------------------
                0.00    0.01       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [57]
                0.00    0.01       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [15]
[38]     2.1    0.00    0.02       2         void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [38]
                0.00    0.02       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [37]
-----------------------------------------------
                0.00    0.02 3592911/3592911     decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [40]
[39]     2.1    0.00    0.02 3592911         std::enable_if<std::allocator_traits<std::allocator<int> >::__construct_helper<int<int const&> >::value, void>::type std::allocator_traits<std::allocator<int> >::_S_construct<int, int const&>(std::allocator<int>&, int*, int const&) [39]
                0.00    0.02 3575504/3575504     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [41]
                0.00    0.00 3512676/13522726     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [114]
-----------------------------------------------
                0.00    0.00  592389/3592408     std::vector<int, std::allocator<int> >::push_back(int const&) [6]
                0.00    0.02 3000019/3592408     void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [7]
[40]     2.1    0.00    0.02 3592408         decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [40]
                0.00    0.02 3592911/3592911     std::enable_if<std::allocator_traits<std::allocator<int> >::__construct_helper<int<int const&> >::value, void>::type std::allocator_traits<std::allocator<int> >::_S_construct<int, int const&>(std::allocator<int>&, int*, int const&) [39]
                0.00    0.00 3509420/13522726     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [114]
-----------------------------------------------
                0.00    0.02 3575504/3575504     std::enable_if<std::allocator_traits<std::allocator<int> >::__construct_helper<int<int const&> >::value, void>::type std::allocator_traits<std::allocator<int> >::_S_construct<int, int const&>(std::allocator<int>&, int*, int const&) [39]
[41]     2.1    0.00    0.02 3575504         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [41]
                0.02    0.00 3568919/4568984     operator new(unsigned long, void*) [33]
                0.00    0.00 3500615/13522726     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [114]
-----------------------------------------------
                0.02    0.01 6000038/6000038     std::vector<int, std::allocator<int> >::max_size() const [29]
[42]     1.9    0.02    0.01 6000038         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [42]
                0.00    0.01 6000042/6000042     std::enable_if<std::allocator_traits<std::allocator<int> >::__maxsize_helper<std::allocator<int> const>::value, unsigned long>::type std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const>(std::allocator<int> const&) [76]
-----------------------------------------------
                0.00    0.00  313202/7313250     std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [53]
                0.00    0.00 1000013/7313250     std::vector<int, std::allocator<int> >::~vector() [51]
                0.02    0.00 6000035/7313250     void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [7]
[43]     1.8    0.02    0.00 7313250         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [43]
-----------------------------------------------
                0.00    0.02 6000049/6000049     std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [46]
[44]     1.8    0.00    0.02 6000049         std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [44]
                0.02    0.00 6000039/6000039     std::move_iterator<int*>::base() const [45]
-----------------------------------------------
                0.02    0.00 6000039/6000039     std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [44]
[45]     1.8    0.02    0.00 6000039         std::move_iterator<int*>::base() const [45]
-----------------------------------------------
                0.00    0.02 6000033/6000033     int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [12]
[46]     1.8    0.00    0.02 6000033         std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [46]
                0.00    0.02 6000049/6000049     std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [44]
-----------------------------------------------
                0.02    0.00 6000029/6000029     int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [8]
[47]     1.8    0.02    0.00 6000029         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [47]
                0.00    0.00 6000034/6000034     std::move_iterator<int*>::move_iterator(int*) [115]
-----------------------------------------------
                0.01    0.01 3000023/3000023     int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [19]
[48]     1.8    0.01    0.01 3000023         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [48]
                0.01    0.00 3000016/3000016     int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [66]
-----------------------------------------------
                0.00    0.00       2/445994      std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [105]
                0.00    0.00       7/445994      std::_Bit_iterator::_Bit_iterator() [97]
                0.00    0.00      17/445994      std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [88]
                0.02    0.00  445968/445994      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [34]
[49]     1.8    0.02    0.00  445994         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [49]
                0.00    0.00  437826/437826      std::iterator<std::random_access_iterator_tag, bool, long, bool*, bool&>::iterator() [124]
-----------------------------------------------
